Trace,Exp,performance_model.cycle_count,performance_model.instruction_count,dtlb.miss,dtlb.access,stlb.miss,stlb.access,PTW.page_walks,PTW.total-PD-latency,PTW.total-PDPE-latency,PTW.total-PMLE4-latency,PTW.total-PT-latency,PTW_0.page_walks,PTW_0.total-PD-latency,PTW_0.total-PDPE-latency,PTW_0.total-PMLE4-latency,PTW_0.total-PT-latency,PTW_1.page_walks,PTW_1.total-PD-latency,PTW_1.total-PDPE-latency,PTW_1.total-PMLE4-latency,PTW_1.total-PT-latency,PTW_2.page_walks,PTW_2.total-PD-latency,PTW_2.total-PDPE-latency,PTW_2.total-PMLE4-latency,PTW_2.total-PT-latency,PTW_cuckoo.latency,pwc_L2.access,pwc_L2.miss,pwc_L3.access,pwc_L3.miss,pwc_L4.access,pwc_L4.miss,ptw_radix_0.page_level_latency_0,ptw_radix_0.page_level_latency_1,ptw_radix_0.page_level_latency_2,ptw_radix_0.page_level_latency_3,ptw_radix_0.page_level_latency_4,ptw_radix_1.page_level_latency_0,ptw_radix_1.page_level_latency_1,ptw_radix_1.page_level_latency_2,ptw_radix_1.page_level_latency_3,ptw_radix_1.page_level_latency_4,ptw_radix_2.page_level_latency_0,ptw_radix_2.page_level_latency_1,ptw_radix_2.page_level_latency_2,ptw_radix_2.page_level_latency_3,ptw_radix_2.page_level_latency_4,mmu.tlb_and_utr_miss,mmu.tlb_and_utr_miss_latency,mmu.tlb_hit,mmu.tlb_hit_latency,mmu.utr_hit,mmu.utr_hit_latency,mmu.total_latency,ulb.access,ulb.allocations,ulb.miss,ulb.miss_inUTR,utr_1.accesses,utr_1.allocation_conflicts,utr_1.allocations,utr_1.hits,utr_2.accesses,utr_2.allocation_conflicts,utr_2.allocations,utr_2.hits,uperm.access,uperm.miss,utag.access,utag.miss,nuca-cache.read-misses,nuca-cache.reads,nuca-cache.write-misses,nuca-cache.writes,dram.reads,dram.writes,barrier.global_time,dram-queue.total-time-used,ddr.page-closing,ddr.page-conflict-data-to-data,ddr.page-conflict-data-to-metadata,ddr.page-conflict-metadata-to-data,ddr.page-conflict-metadata-to-metadata,ddr.page-empty,ddr.page-hits,ddr.page-miss,L1-D.metadata-loads,L1-D.metadata-load-misses,L1-D.metadata-mshr-latency,L1-D.mshr-latency,L2.metadata-loads,L2.metadata-load-misses,nuca-cache.read-misses-metadata,nuca-cache.reads-metadata,mmu.llc_hit_and_l1tlb_hit,mmu.llc_hit_and_l2tlb_hit,mmu.llc_hit_and_l2tlb_miss,mmu.llc_miss_and_l1tlb_hit,mmu.llc_miss_and_l2tlb_hit,mmu.llc_miss_and_l2tlb_miss,L1-D.data-reuse-0,L1-D.data-reuse-1,L1-D.data-reuse-2,L1-D.data-reuse-3,L1-D.data-reuse-4,L2.data-reuse-0,L2.data-reuse-1,L2.data-reuse-2,L2.data-reuse-3,L2.data-reuse-4,nuca-cache.data-reuse-0,nuca-cache.data-reuse-1,nuca-cache.data-reuse-2,nuca-cache.data-reuse-3,nuca-cache.data-reuse-4,L1-D.metadata-reuse-0,L1-D.metadata-reuse-1,L1-D.metadata-reuse-2,L1-D.metadata-reuse-3,L1-D.metadata-reuse-4,L1-D.loads-page_table,L1-D.load-misses-page_table,L2.loads-page_table,L2.load-misses-page_table,L1-D.tload-misses,L1-D.tloads,L1-D.tstore-misses,L1-D.tstores,L2.loads-non_page_table,L2.load-misses-non_page_table,L1-D.load-misses-non_page_table,L1-D.loads-non_page_table,L2.loads-tlb_entry,L2.loads-misses-tlb_entry,L1-D.loads-tlb_entry,L1-D.loads-misses-tlb_entry,stlb.l1_tlb_cache_hit,stlb.l2_tlb_cache_hit,stlb.nuca_tlb_cache_hit,stlb.potm_latency,potm_tlb.access,potm_tlb.miss,nested_tlb.access,nested_tlb.miss,L2.tlb-reuse-0,L2.tlb-reuse-1,L2.tlb-reuse-2,L2.tlb-reuse-3,L2.tlb-reuse-4,L2.tlb-util-0,L2.tlb-util-1,L2.tlb-util-2,L2.tlb-util-3,L2.tlb-util-4,L2.tlb-util-5,L2.tlb-util-7,mmu.l1_tlb_hit,mmu.l1c_hit_tlb,mmu.l1c_hit_tlb_latency,mmu.l2_tlb_hit,mmu.l2c_hit_tlb,mmu.l2c_hit_tlb_latency,utr_cache_2.data-reuse-0,utr_cache_2.data-reuse-1,utr_cache_2.data-reuse-2,utr_cache_2.data-reuse-3,utr_cache_2.data-reuse-4,utr_cache_1.data-reuse-0,utr_cache_1.data-reuse-1,utr_cache_1.data-reuse-2,utr_cache_1.data-reuse-3,utr_cache_1.data-reuse-4,L1-D.loads-where-page-table-cache-remote,L1-D.loads-where-page-table-dram,L1-D.loads-where-page-table-dram-cache,L1-D.loads-where-page-table-dram-local,L1-D.loads-where-page-table-dram-remote,L1-D.loads-where-page-table-L1,L1-D.loads-where-page-table-L1_S,L1-D.loads-where-page-table-L1I,L1-D.loads-where-page-table-L2,L1-D.loads-where-page-table-L2_S,L1-D.loads-where-page-table-L3,L1-D.loads-where-page-table-L3_S,L1-D.loads-where-page-table-L4,L1-D.loads-where-page-table-L4_S,L1-D.loads-where-page-table-miss,L1-D.loads-where-page-table-nuca-cache,L1-D.loads-where-utopiacache-remote,L1-D.loads-where-utopiadram,L1-D.loads-where-utopiadram-cache,L1-D.loads-where-utopiadram-local,L1-D.loads-where-utopiadram-remote,L1-D.loads-where-utopiaL1,L1-D.loads-where-utopiaL1_S,L1-D.loads-where-utopiaL1I,L1-D.loads-where-utopiaL2,L1-D.loads-where-utopiaL2_S,L1-D.loads-where-utopiaL3,L1-D.loads-where-utopiaL3_S,L1-D.loads-where-utopiaL4,L1-D.loads-where-utopiaL4_S,L1-D.loads-where-utopiamiss,mmu.migrations_requests,mmu.migrations_delay
bfs,tlb_2x_ideal,8934963440.0,499999990.0,37794256.0,247782511.0,35018195.0,37794272.0,,,,,,35018195.0,,,,,,,,,,,,,,,,35018195.0,29874367.0,35018195.0,1885280.0,35018195.0,2.0,135545486.0,12339021265764.0,248604386677208.0,1328034841659601.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2001113779935329.0,,,,,,,,,,,,,,,,,21184586.0,106062438.0,0.0,7940812.0,106057456.0,15508.0,3436524400000000.0,,559452.0,101720.0,1015922.0,766181.0,2443647.0,91428579.0,9757463.0,4327470.0,,,0.0,4190670912.0,,,84872870.0,84877631.0,253627433.0,1240765.0,140943.0,33420385.0,1535312.0,34877252.0,46776113.0,30098034.0,191791.0,146777.0,792988.0,80335711.0,3971270.0,241130.0,187468.0,117569.0,113944918.0,15409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66298030.0,66298030.0,66298030.0,21184807.0,139300260.0,260909946.0,8482082.0,53170595.0,75356069.0,71727783.0,73002230.0,194611916.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,26218946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110402896520070.0,0.0,0.0,13880371119615.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,22019768.0,0.0,0.0,0.0,0.0,44278024.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc,tlb_32x_ideal,8153894580.0,499999921.0,45868228.0,229397390.0,32197208.0,45868252.0,,,,,,32197208.0,,,,,,,,,,,,,,,,32197208.0,28419892.0,32197208.0,3583359.0,32197208.0,2.0,135545486.0,23429983976073.0,250037075282599.0,1652706846231033.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2347194028860936.0,,,,,,,,,,,,,,,,,27496498.0,123929067.0,0.0,6369609.0,123925188.0,949.0,3136113300000000.0,,744716.0,207054.0,1699332.0,1419586.0,3916706.0,104029211.0,11909532.0,7242678.0,,,0.0,3561299749.0,,,96428690.0,96432550.0,199299501.0,1624224.0,10029.0,40712802.0,12046820.0,32187179.0,53535292.0,36487146.0,371059.0,243445.0,566705.0,91384881.0,4963086.0,53589.0,6350.0,493.0,130270372.0,947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64136741.0,64136741.0,64136741.0,27496517.0,152565185.0,265170904.0,6727332.0,28363227.0,90353216.0,86569035.0,88428444.0,201034163.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,28863799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92312331918345.0,0.0,0.0,68355151644780.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,27625318.0,0.0,0.0,0.0,0.0,36511402.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc,L3TLB_ideal_40,8167964740.0,499999921.0,45531577.0,229397390.0,42387552.0,45531601.0,,,,,,26937487.0,,,,,,,,,,,,,,,,26937487.0,23867044.0,26937487.0,2406549.0,26937487.0,2.0,109664389.0,16661164591158.0,230905190445680.0,1485519222693537.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2353807745518239.0,,,,,,,,,,,,,,,,,24909836.0,121263523.0,0.0,6369705.0,121259470.0,2115.0,3141524900000000.0,,855977.0,167086.0,1540408.0,1240719.0,3874347.0,101873228.0,11709820.0,6822560.0,,,0.0,3611254931.0,,,96349634.0,96353663.0,199289657.0,1442115.0,9413.0,41059297.0,1701934.0,26928074.0,53536817.0,36489222.0,370820.0,243705.0,566717.0,92423391.0,3873035.0,29379.0,2994.0,324.0,127602441.0,2102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53164719.0,53164719.0,53164719.0,24909860.0,271892681.0,384503963.0,6730095.0,28363227.0,90362549.0,86593930.0,88422881.0,201034163.0,130305081.0,,130305081.0,,0.0,0.0,0.0,277218831339847.0,42387552.0,26937487.0,,,1.0,0.0,0.0,0.0,27339975.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,92441812942710.0,0.0,0.0,15720229279755.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,24909836.0,0.0,0.0,0.0,0.0,28254859.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bfs,pomtlb_64K,8848840520.0,499999952.0,37799602.0,247782504.0,35294998.0,37799618.0,,,,,,22143664.0,,,,,,,,,,,,,,,,22143664.0,19640820.0,22143664.0,3017500.0,22143664.0,2.0,136314716.0,20901872667444.0,189541336533712.0,1219402915290238.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2010605281868435.0,,,,,,,,,,,,,,,,,20505959.0,105831866.0,0.0,7940763.0,105827280.0,4976.0,3403400200000000.0,,508496.0,93541.0,974545.0,767945.0,2531946.0,90875124.0,10080659.0,4367977.0,,,0.0,3901611146.0,,,85321321.0,85325876.0,253670863.0,1258607.0,15882.0,33371602.0,1246013.0,22127782.0,46773301.0,30096607.0,192223.0,146484.0,792956.0,81777722.0,3499318.0,21816.0,1945.0,222.0,113735612.0,4951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44767936.0,44767936.0,44767936.0,20505990.0,226165295.0,347767850.0,8476902.0,53170588.0,75353449.0,71671111.0,73009361.0,194611916.0,108387998.0,,108387998.0,,0.0,0.0,0.0,230853405968290.0,35294998.0,22143664.0,,,4.0,0.0,0.0,0.0,26255799.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,110400837675975.0,0.0,0.0,12523087476900.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,20505959.0,0.0,0.0,0.0,0.0,24261946.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bfs,L3TLB_ideal_30,8891980760.0,499999952.0,38058371.0,247782504.0,35955845.0,38058387.0,,,,,,22419199.0,,,,,,,,,,,,,,,,22419199.0,19906877.0,22419199.0,3030347.0,22419199.0,2.0,136314716.0,20990217913247.0,191395882298698.0,1232661071882512.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1952971115869473.0,,,,,,,,,,,,,,,,,20730227.0,105587379.0,0.0,7940774.0,105579908.0,7279.0,3419992600000000.0,,512072.0,98741.0,989233.0,752374.0,2512146.0,90948849.0,9773772.0,4352494.0,,,0.0,4185945314.0,,,84849681.0,84857121.0,253623051.0,1253654.0,15845.0,33160645.0,848888.0,22403354.0,46770284.0,30099318.0,191893.0,146661.0,792957.0,81324388.0,3483847.0,21931.0,1996.0,243.0,113483725.0,7214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45322535.0,45322535.0,45322535.0,20730258.0,228291595.0,349902912.0,8484531.0,53170588.0,75353650.0,71726610.0,73000599.0,194611916.0,109968461.0,,109968461.0,,0.0,0.0,0.0,235175973912325.0,35955845.0,22419199.0,,,4.0,0.0,0.0,0.0,25960848.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,110301311237040.0,0.0,0.0,10512699487290.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,20730227.0,0.0,0.0,0.0,0.0,24592277.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bfs,victima_ptw_1MBL2,8596442920.0,499999990.0,38055688.0,247782511.0,35948710.0,38055704.0,,,,,,19370902.0,,,,,,,,,,,,,,,,19370902.0,18922393.0,19370902.0,1610985.0,19370902.0,2.0,138314716.0,8697778118290.0,173543787938588.0,1178118624841352.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1705863172940526.0,,,,,,,,,,,,,,,,,20138924.0,125219386.0,0.0,7943092.0,124012957.0,7713797.0,3306324200000000.0,,518648.0,128914.0,1267603.0,1305094.0,5213909.0,113556902.0,9735684.0,7915520.0,,,0.0,5005847288.0,,,103874033.0,104924661.0,253772994.0,1214921.0,6941.0,33013392.0,892073.0,19363961.0,46754304.0,30114138.0,192154.0,146137.0,792929.0,81273317.0,3196730.0,195772.0,174586.0,140506.0,98065565.0,7221604.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39757597.0,39757597.0,39757597.0,20294725.0,148739136.0,270373868.0,8504991.0,53170595.0,75608419.0,72164369.0,72977184.0,194611916.0,36004355.0,,36004355.0,,0.0,16070336.0,507472.0,,,,,,19078674.0,738258.0,43314.0,38755.0,35030821.0,11591037.0,94542.0,3751.0,1299.0,343.0,194.0,82138.0,110302345851390.0,0.0,0.0,10534959465030.0,16070336.0,74170707367680.0,,,,,,,,,,,0.0,0.0,0.0,20138924.0,0.0,0.0,0.0,0.0,19462872.0,0.0,0.0,0.0,0.0,0.0,0.0,155801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bfs,tlb_128x_ideal,8444075380.0,499999990.0,38021954.0,247782511.0,19313589.0,38021970.0,,,,,,19313589.0,,,,,,,,,,,,,,,,19313589.0,16955643.0,19313589.0,1846599.0,19313589.0,2.0,135545486.0,12082479831722.0,162757431555996.0,1063600582443138.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1599078661814872.0,,,,,,,,,,,,,,,,,18095966.0,102690697.0,0.0,7940580.0,102686274.0,363.0,3247721300000000.0,,384891.0,67831.0,875086.0,783296.0,2628816.0,88266053.0,9680664.0,4355029.0,,,0.0,4370411080.0,,,84590308.0,84594730.0,253605256.0,1378477.0,15637.0,33214864.0,17329904.0,19297952.0,46756640.0,30093339.0,191996.0,146356.0,792776.0,81361366.0,3188517.0,18694.0,1550.0,117.0,110603606.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38092781.0,38092781.0,38092781.0,18095967.0,111100006.0,232704697.0,8482599.0,53170595.0,75309880.0,71702670.0,73007225.0,194611916.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,24256128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110315320453800.0,0.0,0.0,93541811458095.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,18479059.0,0.0,0.0,0.0,0.0,19613711.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bfs,L3TLB_ideal_15,8769188220.0,499999952.0,38017634.0,247782504.0,35789190.0,38017650.0,,,,,,22268690.0,,,,,,,,,,,,,,,,22268690.0,19760723.0,22268690.0,1927773.0,22268690.0,2.0,138314716.0,13358077379031.0,190495014756283.0,1225036035887380.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1859355797024295.0,,,,,,,,,,,,,,,,,20598326.0,105416870.0,0.0,7940766.0,105412290.0,2542.0,3372764700000000.0,,421252.0,96685.0,985551.0,838068.0,2547812.0,90761194.0,9764270.0,4468116.0,,,0.0,4052428858.0,,,84813964.0,84818514.0,253627472.0,1252392.0,15836.0,33196961.0,976068.0,22252854.0,46770005.0,30098066.0,192119.0,146399.0,792947.0,81298673.0,3471199.0,21502.0,2018.0,289.0,113325460.0,2534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43922921.0,43922921.0,43922921.0,20598356.0,226520781.0,348129251.0,8481921.0,53170588.0,75343867.0,71719958.0,73003446.0,194611916.0,109594414.0,,109594414.0,,0.0,0.0,0.0,234086812253657.0,35789190.0,22268690.0,,,4.0,0.0,0.0,0.0,25863338.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,110316979298295.0,0.0,0.0,11142288857700.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,20598326.0,0.0,0.0,0.0,0.0,23324565.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc,tlb_128x_ideal,7809893520.0,499999921.0,45872449.0,229397390.0,23572039.0,45872473.0,,,,,,23572039.0,,,,,,,,,,,,,,,,23572039.0,20687160.0,23572039.0,2823142.0,23572039.0,2.0,135545486.0,18459324331338.0,198927124290748.0,1303098888358261.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1914782571689878.0,,,,,,,,,,,,,,,,,22078172.0,118287505.0,0.0,6369346.0,118283412.0,319.0,3003805200000000.0,,652731.0,123100.0,1365635.0,1226965.0,4077631.0,99264618.0,11573051.0,6793331.0,,,0.0,3355759860.0,,,96205240.0,96209331.0,199278156.0,1638445.0,9308.0,40729926.0,20661989.0,23562731.0,53515459.0,36482620.0,370864.0,243465.0,566581.0,92594801.0,3561014.0,26440.0,2652.0,224.0,124629588.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47051586.0,47051586.0,47051586.0,22078174.0,135488361.0,248085749.0,6726777.0,28363227.0,90320457.0,86544744.0,88436775.0,201034163.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,25571192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92310708458430.0,0.0,0.0,111502058497830.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,22152189.0,0.0,0.0,0.0,0.0,24899394.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bfs,tlb_8x_ideal,8977508280.0,499999990.0,38018213.0,247782511.0,32924929.0,38018229.0,,,,,,32924929.0,,,,,,,,,,,,,,,,32924929.0,28364834.0,32924929.0,1870436.0,32924929.0,2.0,105545486.0,12253498458928.0,239198552934333.0,1370446841321171.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2027752014714188.0,,,,,,,,,,,,,,,,,22191588.0,107109488.0,0.0,7940826.0,107104535.0,18362.0,3452887800000000.0,,532701.0,115382.0,1054055.0,816047.0,2438673.0,92363088.0,9802951.0,4424157.0,,,0.0,4126457472.0,,,84912947.0,84917530.0,253635750.0,1327557.0,51481.0,33188111.0,3765743.0,32873448.0,46776970.0,30099253.0,191931.0,146565.0,793011.0,80146282.0,4293435.0,261646.0,144828.0,46867.0,114986430.0,18201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62974013.0,62974013.0,62974013.0,22191958.0,135976875.0,257585929.0,8480987.0,53170595.0,75358601.0,71722767.0,73002862.0,194611916.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,26795188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110316759298515.0,0.0,0.0,25466474533500.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,22969679.0,0.0,0.0,0.0,0.0,40003946.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc,L3TLB_ideal_35,8158225920.0,499999921.0,45868746.0,229397390.0,42991969.0,45868770.0,,,,,,27078804.0,,,,,,,,,,,,,,,,27078804.0,24004373.0,27078804.0,2405868.0,27078804.0,2.0,136314716.0,16656423330161.0,231826748758949.0,1493014082785522.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2340629513979703.0,,,,,,,,,,,,,,,,,25027986.0,121367514.0,0.0,6369609.0,121363494.0,1731.0,3137779200000000.0,,856180.0,169186.0,1553886.0,1244360.0,3872999.0,101966749.0,11701865.0,6840431.0,,,0.0,3642983588.0,,,96335508.0,96339509.0,199283884.0,1443549.0,9408.0,40727901.0,1433252.0,27069396.0,53533011.0,36487108.0,370869.0,243674.0,566640.0,92404582.0,3877559.0,29678.0,2989.0,204.0,127707113.0,1729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53442208.0,53442208.0,53442208.0,25028005.0,273720143.0,386327455.0,6729106.0,28363227.0,90352901.0,86584602.0,88426851.0,201034163.0,131851084.0,,131851084.0,,0.0,0.0,0.0,281171296189214.0,42991969.0,27078804.0,,,1.0,0.0,0.0,0.0,27376527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92312132687775.0,0.0,0.0,14383990615995.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,25027986.0,0.0,0.0,0.0,0.0,28414203.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc,L3TLB_ideal_20,8083950420.0,499999921.0,45870527.0,229397390.0,42996653.0,45870551.0,,,,,,27090212.0,,,,,,,,,,,,,,,,27090212.0,24015771.0,27090212.0,3612214.0,27090212.0,2.0,109664389.0,25008022782708.0,232300967585702.0,1494997344307775.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2258222836115984.0,,,,,,,,,,,,,,,,,25045855.0,121439627.0,0.0,6369641.0,121435562.0,2057.0,3109211700000000.0,,763969.0,168026.0,1556889.0,1261866.0,3984915.0,101964826.0,11737128.0,6971696.0,,,0.0,3500656779.0,,,96389707.0,96393740.0,199281701.0,1442935.0,9388.0,40728303.0,1430963.0,27080824.0,53528890.0,36487556.0,370721.0,243711.0,566692.0,92451379.0,3885739.0,28902.0,2961.0,250.0,127778566.0,2053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54671504.0,54671504.0,54671504.0,25045887.0,274960585.0,387567900.0,6730271.0,28363227.0,90355283.0,86582250.0,88426848.0,201034163.0,131862233.0,,131862233.0,,0.0,0.0,0.0,281201495884961.0,42996653.0,27090212.0,,,2.0,0.0,0.0,0.0,27438160.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,92311447688460.0,0.0,0.0,14369475630510.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,25045855.0,0.0,0.0,0.0,0.0,29625617.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bfs,baseline_radix_8MB,8883325620.0,499999990.0,38057629.0,247782511.0,35953165.0,38057645.0,,,,,,35953165.0,,,,,,,,,,,,,,,,35953165.0,30700904.0,35953165.0,1888179.0,35953165.0,2.0,135545486.0,22513270326517.0,374469133830132.0,1236481380861466.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2049854069557651.0,,,,,,,,,,,,,,,,,16748735.0,101229518.0,0.0,7932058.0,101225106.0,0.0,3416663700000000.0,,674271.0,45908.0,821740.0,566925.0,2283975.0,86848767.0,9983520.0,3718548.0,,,0.0,4064202485.0,,,84476371.0,84480783.0,253968202.0,1231472.0,648789.0,32816243.0,873008.0,35304376.0,46777564.0,30082432.0,194643.0,143899.0,793028.0,79991923.0,4298796.0,31015.0,25142.0,28557.0,109134636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68044079.0,68044079.0,68044079.0,16748735.0,141080975.0,262655995.0,8448159.0,53170595.0,75208713.0,70855121.0,73036896.0,194611916.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,23987145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110301599313675.0,0.0,0.0,10522389477600.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,17620635.0,0.0,0.0,0.0,0.0,50423423.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
