Trace,Exp,performance_model.cycle_count,performance_model.instruction_count,dtlb.miss,dtlb.access,stlb.miss,stlb.access,PTW.page_walks,PTW.total-PD-latency,PTW.total-PDPE-latency,PTW.total-PMLE4-latency,PTW.total-PT-latency,PTW_0.page_walks,PTW_0.total-PD-latency,PTW_0.total-PDPE-latency,PTW_0.total-PMLE4-latency,PTW_0.total-PT-latency,PTW_1.page_walks,PTW_1.total-PD-latency,PTW_1.total-PDPE-latency,PTW_1.total-PMLE4-latency,PTW_1.total-PT-latency,PTW_2.page_walks,PTW_2.total-PD-latency,PTW_2.total-PDPE-latency,PTW_2.total-PMLE4-latency,PTW_2.total-PT-latency,PTW_cuckoo.latency,pwc_L2.access,pwc_L2.miss,pwc_L3.access,pwc_L3.miss,pwc_L4.access,pwc_L4.miss,ptw_radix_0.page_level_latency_0,ptw_radix_0.page_level_latency_1,ptw_radix_0.page_level_latency_2,ptw_radix_0.page_level_latency_3,ptw_radix_0.page_level_latency_4,ptw_radix_1.page_level_latency_0,ptw_radix_1.page_level_latency_1,ptw_radix_1.page_level_latency_2,ptw_radix_1.page_level_latency_3,ptw_radix_1.page_level_latency_4,ptw_radix_2.page_level_latency_0,ptw_radix_2.page_level_latency_1,ptw_radix_2.page_level_latency_2,ptw_radix_2.page_level_latency_3,ptw_radix_2.page_level_latency_4,mmu.tlb_and_utr_miss,mmu.tlb_and_utr_miss_latency,mmu.tlb_hit,mmu.tlb_hit_latency,mmu.utr_hit,mmu.utr_hit_latency,mmu.total_latency,ulb.access,ulb.allocations,ulb.miss,ulb.miss_inUTR,utr_1.accesses,utr_1.allocation_conflicts,utr_1.allocations,utr_1.hits,utr_2.accesses,utr_2.allocation_conflicts,utr_2.allocations,utr_2.hits,uperm.access,uperm.miss,utag.access,utag.miss,nuca-cache.read-misses,nuca-cache.reads,nuca-cache.write-misses,nuca-cache.writes,dram.reads,dram.writes,barrier.global_time,dram-queue.total-time-used,ddr.page-closing,ddr.page-conflict-data-to-data,ddr.page-conflict-data-to-metadata,ddr.page-conflict-metadata-to-data,ddr.page-conflict-metadata-to-metadata,ddr.page-empty,ddr.page-hits,ddr.page-miss,L1-D.metadata-loads,L1-D.metadata-load-misses,L1-D.metadata-mshr-latency,L1-D.mshr-latency,L2.metadata-loads,L2.metadata-load-misses,nuca-cache.read-misses-metadata,nuca-cache.reads-metadata,mmu.llc_hit_and_l1tlb_hit,mmu.llc_hit_and_l2tlb_hit,mmu.llc_hit_and_l2tlb_miss,mmu.llc_miss_and_l1tlb_hit,mmu.llc_miss_and_l2tlb_hit,mmu.llc_miss_and_l2tlb_miss,L1-D.data-reuse-0,L1-D.data-reuse-1,L1-D.data-reuse-2,L1-D.data-reuse-3,L1-D.data-reuse-4,L2.data-reuse-0,L2.data-reuse-1,L2.data-reuse-2,L2.data-reuse-3,L2.data-reuse-4,nuca-cache.data-reuse-0,nuca-cache.data-reuse-1,nuca-cache.data-reuse-2,nuca-cache.data-reuse-3,nuca-cache.data-reuse-4,L1-D.metadata-reuse-0,L1-D.metadata-reuse-1,L1-D.metadata-reuse-2,L1-D.metadata-reuse-3,L1-D.metadata-reuse-4,L1-D.loads-page_table,L1-D.load-misses-page_table,L2.loads-page_table,L2.load-misses-page_table,L1-D.tload-misses,L1-D.tloads,L1-D.tstore-misses,L1-D.tstores,L2.loads-non_page_table,L2.load-misses-non_page_table,L1-D.load-misses-non_page_table,L1-D.loads-non_page_table,L2.loads-tlb_entry,L2.loads-misses-tlb_entry,L1-D.loads-tlb_entry,L1-D.loads-misses-tlb_entry,stlb.l1_tlb_cache_hit,stlb.l2_tlb_cache_hit,stlb.nuca_tlb_cache_hit,stlb.potm_latency,potm_tlb.access,potm_tlb.miss,nested_tlb.access,nested_tlb.miss,L2.tlb-reuse-0,L2.tlb-reuse-1,L2.tlb-reuse-2,L2.tlb-reuse-3,L2.tlb-reuse-4,L2.tlb-util-0,L2.tlb-util-1,L2.tlb-util-2,L2.tlb-util-3,L2.tlb-util-4,L2.tlb-util-5,L2.tlb-util-7,mmu.l1_tlb_hit,mmu.l1c_hit_tlb,mmu.l1c_hit_tlb_latency,mmu.l2_tlb_hit,mmu.l2c_hit_tlb,mmu.l2c_hit_tlb_latency,utr_cache_2.data-reuse-0,utr_cache_2.data-reuse-1,utr_cache_2.data-reuse-2,utr_cache_2.data-reuse-3,utr_cache_2.data-reuse-4,utr_cache_1.data-reuse-0,utr_cache_1.data-reuse-1,utr_cache_1.data-reuse-2,utr_cache_1.data-reuse-3,utr_cache_1.data-reuse-4,L1-D.loads-where-page-table-cache-remote,L1-D.loads-where-page-table-dram,L1-D.loads-where-page-table-dram-cache,L1-D.loads-where-page-table-dram-local,L1-D.loads-where-page-table-dram-remote,L1-D.loads-where-page-table-L1,L1-D.loads-where-page-table-L1_S,L1-D.loads-where-page-table-L1I,L1-D.loads-where-page-table-L2,L1-D.loads-where-page-table-L2_S,L1-D.loads-where-page-table-L3,L1-D.loads-where-page-table-L3_S,L1-D.loads-where-page-table-L4,L1-D.loads-where-page-table-L4_S,L1-D.loads-where-page-table-miss,L1-D.loads-where-page-table-nuca-cache,L1-D.loads-where-utopiacache-remote,L1-D.loads-where-utopiadram,L1-D.loads-where-utopiadram-cache,L1-D.loads-where-utopiadram-local,L1-D.loads-where-utopiadram-remote,L1-D.loads-where-utopiaL1,L1-D.loads-where-utopiaL1_S,L1-D.loads-where-utopiaL1I,L1-D.loads-where-utopiaL2,L1-D.loads-where-utopiaL2_S,L1-D.loads-where-utopiaL3,L1-D.loads-where-utopiaL3_S,L1-D.loads-where-utopiaL4,L1-D.loads-where-utopiaL4_S,L1-D.loads-where-utopiamiss,mmu.migrations_requests,mmu.migrations_delay
bfs,tlb_base_ideal,8966090120.0,499999990.0,38023448.0,247782511.0,35807153.0,38023464.0,,,,,,35807153.0,,,,,,,,,,,,,,,,35807153.0,30543454.0,35807153.0,1890293.0,35807153.0,2.0,135545486.0,12380677338335.0,251915580836294.0,1346307753580675.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2026401615349060.0,,,,,,,,,,,,,,,,,21411294.0,106302538.0,0.0,7940836.0,106296600.0,27297.0,3448496200000000.0,,567605.0,105527.0,1017373.0,772713.0,2433666.0,91661690.0,9765323.0,4329279.0,,,0.0,3958465625.0,,,84885306.0,84890829.0,253626358.0,1219183.0,160521.0,33192268.0,997128.0,35646632.0,46777186.0,30098291.0,191777.0,146803.0,792960.0,80269769.0,4022449.0,258376.0,196983.0,118765.0,114160755.0,27075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67753548.0,67753548.0,67753548.0,21411709.0,140755344.0,262365464.0,8482440.0,53170595.0,75361516.0,71733310.0,73001796.0,194611916.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,26343498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110314745838990.0,0.0,0.0,11081543918445.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,22268905.0,0.0,0.0,0.0,0.0,45484208.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc,tlb_2x_ideal,8179123420.0,499999921.0,45870294.0,229397390.0,42682690.0,45870318.0,,,,,,42682690.0,,,,,,,,,,,,,,,,42682690.0,36407303.0,42682690.0,3529135.0,42682690.0,2.0,150545486.0,23075427792153.0,303339030027526.0,1606836401273409.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2390470125880539.0,,,,,,,,,,,,,,,,,25481734.0,121848532.0,0.0,6369778.0,121844371.0,9694.0,3145816700000000.0,,839918.0,171255.0,1574309.0,1260805.0,3884458.0,102428343.0,11694977.0,6890827.0,,,0.0,3508075712.0,,,96362637.0,96366634.0,199274470.0,1455099.0,169617.0,40735767.0,1732529.0,42513073.0,53525838.0,36486789.0,370886.0,243628.0,566576.0,91355484.0,4347277.0,257513.0,216377.0,165835.0,128172306.0,9654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82095367.0,82095367.0,82095367.0,25481898.0,170523598.0,283129530.0,6730193.0,28363227.0,90348787.0,86591772.0,88428231.0,201034163.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,27644585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92311537303755.0,0.0,0.0,15938124061860.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,25668669.0,0.0,0.0,0.0,0.0,56426531.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc,victima_virtualized,7933391700.0,499999921.0,45567983.0,229397391.0,42522375.0,45568007.0,,,,,,0.0,,,,,20980610.0,,,,,112771.0,,,,,,20980610.0,20540451.0,20980610.0,2018286.0,20980610.0,2.0,124664389.0,13973072663748.0,221628652253239.0,1288894849850719.0,0.0,737403843093.0,737416843093.0,819644212036.0,1895043017702.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2212093636247599.0,,,,,,,,,,,,,,,,,22082180.0,140200534.0,0.0,6370630.0,140151994.0,970833.0,3051304500000000.0,,883934.0,178615.0,1589447.0,1599807.0,6675206.0,118127226.0,12068592.0,10043075.0,,,0.0,3364751543.0,,,118069814.0,118111442.0,199243951.0,1430080.0,1773.0,41068598.0,1615552.0,20978837.0,53499333.0,36489804.0,370463.0,244024.0,566947.0,81041561.0,15450998.0,158709.0,53069.0,173188.0,123377524.0,956611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43901027.0,43901027.0,43901027.0,22089092.0,218418782.0,331026869.0,6740337.0,28363227.0,90398216.0,86675993.0,88426077.0,201034164.0,86091678.0,,86091678.0,,0.0,21540960.0,805.0,,,,43449943.0,43449943.0,17763873.0,3361181.0,34285.0,11513.0,36787613.0,13131991.0,23873.0,4445.0,1302.0,267.0,176.0,48885.0,92427811033635.0,0.0,0.0,15228144771840.0,21540960.0,132559621286400.0,,,,,,,,,,,0.0,0.0,0.0,22082180.0,0.0,0.0,0.0,0.0,21811935.0,0.0,0.0,0.0,0.0,0.0,0.0,6912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc,baseline_radix_2MB,8197230340.0,499999921.0,45910225.0,229397390.0,43163381.0,45910249.0,,,,,,43163381.0,,,,,,,,,,,,,,,,43163381.0,36824892.0,43163381.0,3543267.0,43163381.0,2.0,135545486.0,23167814238213.0,305517354710130.0,1618718077403168.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2406361181015662.0,,,,,,,,,,,,,,,,,25637161.0,122022759.0,0.0,6369801.0,122018444.0,13227.0,3152780900000000.0,,843578.0,172410.0,1583252.0,1272996.0,3874960.0,102576187.0,11708288.0,6903618.0,,,0.0,3563256085.0,,,96381283.0,96385336.0,199274108.0,1434423.0,193324.0,40696198.0,1312445.0,42970057.0,53527167.0,36485988.0,370818.0,243637.0,566644.0,91330073.0,4379501.0,264278.0,220389.0,166979.0,128339385.0,13165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82962551.0,82962551.0,82962551.0,25637423.0,171392226.0,283996714.0,6728402.0,28363227.0,90349930.0,86590407.0,88429675.0,201034163.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,27746355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92296179242190.0,0.0,0.0,13734326265660.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,25827332.0,0.0,0.0,0.0,0.0,57134949.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc,baseline_radix_4MB,8083956660.0,499999921.0,45870429.0,229397390.0,42996397.0,45870453.0,,,,,,42996397.0,,,,,,,,,,,,,,,,42996397.0,36651635.0,42996397.0,3540954.0,42996397.0,2.0,135545486.0,31324116081918.0,358525397676808.0,1497443450446459.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2345566638015136.0,,,,,,,,,,,,,,,,,22033395.0,118269453.0,0.0,6366434.0,118265809.0,8.0,3109214100000000.0,,838588.0,116100.0,1379482.0,1082697.0,3856413.0,99268286.0,11724251.0,6434692.0,,,0.0,3758744619.0,,,96232414.0,96236058.0,199480893.0,1443776.0,394272.0,40529209.0,1430280.0,42602125.0,53539559.0,36471220.0,372566.0,241653.0,566709.0,91817999.0,4190517.0,77812.0,40264.0,59005.0,124609699.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82617226.0,82617226.0,82617226.0,22033395.0,171076740.0,283651389.0,6697364.0,28363227.0,90266985.0,86173698.0,88459514.0,201034163.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,25850648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92311485380730.0,0.0,0.0,14370265629720.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,22218317.0,0.0,0.0,0.0,0.0,60398906.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bfs,victima_ptw_4MBL2,8407559680.0,499999990.0,38021510.0,247782511.0,35798942.0,38021526.0,,,,,,16368435.0,,,,,,,,,,,,,,,,16368435.0,16027513.0,16368435.0,1361399.0,16368435.0,2.0,138314716.0,12584022231355.0,187609276658569.0,995286751622304.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1607231563613619.0,,,,,,,,,,,,,,,,,16763926.0,117855036.0,0.0,7938578.0,117851076.0,11.0,3233676800000000.0,,505275.0,52312.0,920481.0,969212.0,4142581.0,101305957.0,9955269.0,6084586.0,,,0.0,3990480094.0,,,101087150.0,101091110.0,253756838.0,1224764.0,11225.0,33063726.0,997820.0,16357210.0,46782966.0,30084877.0,192729.0,145670.0,792989.0,80934125.0,3680052.0,36981.0,9625.0,6534.0,109390503.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33716292.0,33716292.0,33716292.0,16763926.0,142548028.0,264138419.0,8464574.0,53170595.0,75274522.0,71458629.0,73021525.0,194611916.0,35810211.0,,35810211.0,,0.0,19430507.0,0.0,,,,,,15661090.0,697634.0,7338.0,2052.0,32249542.0,10086879.0,93666.0,3357.0,1085.0,296.0,156.0,18286.0,110315491222860.0,0.0,0.0,11112908887080.0,19430507.0,164411817895710.0,,,,,,,,,,,0.0,0.0,0.0,16763926.0,0.0,0.0,0.0,0.0,16952366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc,tlb_4x_ideal,8165621620.0,499999921.0,45533937.0,229397390.0,40997656.0,45533961.0,,,,,,40997656.0,,,,,,,,,,,,,,,,40997656.0,35068904.0,40997656.0,3508783.0,40997656.0,2.0,150545486.0,22942357155993.0,295240768910585.0,1607664167636626.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2375827456960535.0,,,,,,,,,,,,,,,,,25684125.0,122072338.0,0.0,6369664.0,122067974.0,10277.0,3140623700000000.0,,825085.0,173469.0,1586652.0,1288869.0,3895613.0,102592920.0,11715643.0,6944603.0,,,0.0,3300982629.0,,,96383849.0,96388041.0,199278865.0,1505632.0,114161.0,41067729.0,3030673.0,40883495.0,53525646.0,36486474.0,370714.0,243787.0,566589.0,91367718.0,4399075.0,260336.0,204114.0,132644.0,128394668.0,10220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79221790.0,79221790.0,79221790.0,25684297.0,167649760.0,280255953.0,6730083.0,28363227.0,90352571.0,86592203.0,88427970.0,201034163.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,27773784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92440905251310.0,0.0,0.0,22681502318475.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,25862026.0,0.0,0.0,0.0,0.0,53359588.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc,victima_ptw_2MBL2,7815379000.0,499999921.0,45877693.0,229397389.0,43019677.0,45877717.0,,,,,,21179442.0,,,,,,,,,,,,,,,,21179442.0,20724726.0,21179442.0,2145835.0,21179442.0,2.0,141314716.0,14856111438131.0,218172962448397.0,1296646503121341.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1931897509561930.0,,,,,,,,,,,,,,,,,22126519.0,139671147.0,0.0,6370187.0,139667456.0,7381.0,3005915000000000.0,,804460.0,117562.0,1598178.0,1634933.0,6582204.0,117068674.0,11868826.0,9932877.0,,,0.0,3533654450.0,,,117540937.0,117544599.0,199212912.0,1429529.0,7374.0,40789925.0,1428511.0,21172068.0,53495114.0,36484976.0,370216.0,244123.0,566655.0,92563288.0,3651449.0,30955.0,8589.0,56788.0,124790898.0,7337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43979925.0,43979925.0,43979925.0,22126548.0,175464614.0,288067415.0,6738007.0,28363227.0,90342363.0,86631420.0,88431361.0,201034162.0,43053328.0,,43053328.0,,0.0,21840156.0,79.0,,,,,,20391969.0,794159.0,6653.0,1948.0,36380606.0,13175958.0,25538.0,4435.0,1333.0,295.0,147.0,42349.0,92308691152755.0,0.0,0.0,14290185709800.0,21840156.0,134400825599040.0,,,,,,,,,,,0.0,0.0,0.0,22126519.0,0.0,0.0,0.0,0.0,21853377.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bfs,tlb_16x_ideal,8991021520.0,499999990.0,38058334.0,247782511.0,30515975.0,38058350.0,,,,,,30515975.0,,,,,,,,,,,,,,,,30515975.0,26606416.0,30515975.0,1873395.0,30515975.0,2.0,135545486.0,12266766786451.0,226462837014271.0,1398208224917282.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2034558619719360.0,,,,,,,,,,,,,,,,,22950029.0,107917290.0,0.0,7940765.0,107912622.0,6479.0,3458085200000000.0,,496861.0,127687.0,1081953.0,860815.0,2444605.0,93056082.0,9851098.0,4515060.0,,,0.0,4355239574.0,,,84962593.0,84967176.0,253640668.0,1360989.0,20703.0,33143072.0,6181386.0,30495272.0,46778560.0,30098810.0,191947.0,146655.0,793073.0,80027432.0,4656559.0,197217.0,55569.0,5973.0,115817977.0,6440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58914641.0,58914641.0,58914641.0,22950114.0,131918981.0,253526557.0,8479469.0,53170595.0,75361696.0,71716484.0,73004340.0,194611916.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,27280619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110301328160100.0,0.0,0.0,37711837288125.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,23661586.0,0.0,0.0,0.0,0.0,35252955.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bfs,L3TLB_ideal_25,8855135640.0,499999990.0,38056861.0,247782511.0,35951345.0,38056877.0,,,,,,22403618.0,,,,,,,,,,,,,,,,22403618.0,19891865.0,22403618.0,3029643.0,22403618.0,2.0,136314716.0,20985190911181.0,190893829196769.0,1232072559074483.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1925907318541064.0,,,,,,,,,,,,,,,,,20708676.0,105564960.0,0.0,7940760.0,105560316.0,4533.0,3405821400000000.0,,505917.0,98389.0,983792.0,759189.0,2518493.0,90921778.0,9777291.0,4359863.0,,,0.0,4106915591.0,,,84851640.0,84856258.0,253626051.0,1253557.0,15832.0,33159162.0,851975.0,22387786.0,46771718.0,30098156.0,191913.0,146666.0,792892.0,81323054.0,3483322.0,22630.0,2156.0,328.0,113469526.0,4511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45291073.0,45291073.0,45291073.0,20708702.0,228251437.0,349860940.0,8482696.0,53170595.0,75349818.0,71721351.0,73002413.0,194611916.0,109957951.0,,109957951.0,,0.0,0.0,0.0,235148199844602.0,35951345.0,22403618.0,,,2.0,0.0,0.0,0.0,25960948.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,110301894697995.0,0.0,0.0,10527649472340.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,20708676.0,0.0,0.0,0.0,0.0,24582371.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bfs,tlb_32x_ideal,8923217160.0,499999952.0,38053816.0,247782504.0,26766973.0,38053832.0,,,,,,26766973.0,,,,,,,,,,,,,,,,26766973.0,23655429.0,26766973.0,1888113.0,26766973.0,2.0,135545486.0,12359775171086.0,206602424218850.0,1373156806891988.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1976933205859115.0,,,,,,,,,,,,,,,,,22922880.0,107868331.0,0.0,7940724.0,107863807.0,2327.0,3432006600000000.0,,447540.0,128664.0,1083143.0,889263.0,2479290.0,92975409.0,9862825.0,4580360.0,,,0.0,4168274462.0,,,84940927.0,84945415.0,253645687.0,1369823.0,16339.0,33142564.0,9917036.0,26750634.0,46777048.0,30097789.0,192002.0,146617.0,793042.0,80475901.0,4400030.0,40105.0,4617.0,328.0,115777365.0,2319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52265462.0,52265462.0,52265462.0,22922916.0,125272127.0,246877378.0,8477711.0,53170588.0,75354916.0,71704116.0,73006665.0,194611916.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,27229535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110303063158365.0,0.0,0.0,56434238565705.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,23528923.0,0.0,0.0,0.0,0.0,28736491.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc,tlb_64x_ideal,7990208200.0,499999921.0,45910307.0,229397390.0,27385636.0,45910331.0,,,,,,27385636.0,,,,,,,,,,,,,,,,27385636.0,24293517.0,27385636.0,3625351.0,27385636.0,2.0,135545486.0,23704516778433.0,222748679436817.0,1497149586887868.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2148893543742189.0,,,,,,,,,,,,,,,,,25189780.0,121563181.0,0.0,6369446.0,121559270.0,376.0,3073157000000000.0,,691212.0,169304.0,1560968.0,1348889.0,3998111.0,102041657.0,11749505.0,7077272.0,,,0.0,3750264847.0,,,96369490.0,96373397.0,199293953.0,1634395.0,9485.0,40676271.0,16890300.0,27376151.0,53528895.0,36485106.0,370932.0,243623.0,566641.0,92356199.0,3956399.0,32611.0,3842.0,221.0,127905436.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55257434.0,55257434.0,55257434.0,25189784.0,143688907.0,256291597.0,6726984.0,28363227.0,90339898.0,86553714.0,88431473.0,201034163.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,27536894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92296147703760.0,0.0,0.0,92623382376525.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,25288702.0,0.0,0.0,0.0,0.0,29968728.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc,tlb_8x_ideal,8200260380.0,499999921.0,45910099.0,229397389.0,39812831.0,45910123.0,,,,,,39812831.0,,,,,,,,,,,,,,,,39812831.0,34307149.0,39812831.0,3505891.0,39812831.0,2.0,135545486.0,22923447944133.0,289169930210867.0,1646395614603590.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2405913232417986.0,,,,,,,,,,,,,,,,,26501403.0,122919605.0,0.0,6369711.0,122915374.0,10597.0,3153946300000000.0,,819520.0,187674.0,1632970.0,1332196.0,3880971.0,103288740.0,11783900.0,7033811.0,,,0.0,3318349847.0,,,96413971.0,96417994.0,199281733.0,1571157.0,56584.0,40688698.0,4526135.0,39756247.0,53529532.0,36487025.0,370972.0,243555.0,566597.0,91167767.0,4665177.0,295547.0,188859.0,76420.0,129241501.0,10526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77416399.0,77416399.0,77416399.0,26501611.0,165844081.0,278450561.0,6729474.0,28363227.0,90351655.0,86586406.0,88427682.0,201034162.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,28273415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92296227319065.0,0.0,0.0,30486429513540.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,26673364.0,0.0,0.0,0.0,0.0,50742820.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bfs,L3TLB_ideal_35,8911248320.0,499999952.0,38019191.0,247782504.0,35795277.0,38019207.0,,,,,,22283642.0,,,,,,,,,,,,,,,,22283642.0,19775805.0,22283642.0,1927770.0,22283642.0,2.0,138314716.0,13356871854137.0,190438768881370.0,1225046840081631.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1963235099738839.0,,,,,,,,,,,,,,,,,20611847.0,105406662.0,0.0,7940764.0,105401528.0,7954.0,3427403200000000.0,,579717.0,97743.0,981220.0,747320.0,2432392.0,90833919.0,9737171.0,4258675.0,,,0.0,4013998361.0,,,84789681.0,84794772.0,253617604.0,1251807.0,15848.0,33205272.0,972123.0,22267794.0,46768354.0,30098163.0,191717.0,146903.0,792817.0,81278094.0,3467617.0,21890.0,2040.0,325.0,113303982.0,7891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43953048.0,43953048.0,43953048.0,20611890.0,226563434.0,348173109.0,8483759.0,53170588.0,75347327.0,71728044.0,73002241.0,194611916.0,109608145.0,,109608145.0,,0.0,0.0,0.0,234126435477521.0,35795277.0,22283642.0,,,2.0,0.0,0.0,0.0,25848700.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,110316380452740.0,0.0,0.0,11119638880350.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,20611847.0,0.0,0.0,0.0,0.0,23341158.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
